ID,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,Attrition
S8350,35,Travel_Frequently,Research & Development,13,Bachelor,Life Sciences,High,Male,High,1,Laboratory Technician,Low,Single,1,No,15.0,Excellent,Medium,80,0,15.0,1,Better,14.0,11,12.0,12.0,16402.3,No
S8351,47,Travel_Frequently,Research & Development,21,Bachelor,,Very High,Male,Medium,4,Manager,Very High,Divorced,3,No,11.0,Excellent,Medium,80,1,23.0,2,Good,21.0,16,3.0,7.0,11712.95,No
S8352,32,Travel_Rarely,Sales,5,Bachelor,Life Sciences,Medium,Male,Low,2,Sales Executive,High,Married,4,Yes,16.0,Excellent,Low,80,0,11.0,2,Bad,6.0,6,5.0,6.0,16268.83,No
S8353,40,Travel_Rarely,Research & Development,3,,Life Sciences,Low,Male,High,1,Research Director,High,Married,1,No,13.0,Excellent,High,80,0,10.0,4,Better,8.0,4,5.0,5.0,11233.88,No
S8354,31,Travel_Frequently,Research & Development,2,Bachelor,,High,,Medium,1,Research Scientist,Low,Married,0,No,16.0,Excellent,High,80,0,10.0,2,Better,8.0,6,0.0,6.0,14012.98,No
S8355,25,Travel_Rarely,Research & Development,27,Below College,Medical,,Female,High,1,Laboratory Technician,Low,Divorced,1,No,,Excellent,Low,80,2,6.0,2,Better,6.0,2,1.0,2.0,14398.25,Yes
S8356,39,Travel_Frequently,Research & Development,2,Master,Technical Degree,,Male,High,3,Healthcare Representative,High,Single,0,No,,Outstanding,Very High,80,0,20.0,1,Better,19.0,6,11.0,8.0,16953.79,No
S8357,44,Non-Travel,Research & Development,4,,Life Sciences,,Male,High,2,Laboratory Technician,Medium,Married,2,No,12.0,Excellent,Medium,80,0,8.0,5,Good,,5,0.0,6.0,13233.73,Yes
S8358,39,Travel_Rarely,Research & Development,8,,Life Sciences,,Female,Medium,3,Research Director,High,Divorced,3,No,13.0,Excellent,High,80,1,11.0,2,,7.0,5,0.0,5.0,11782.36,Yes
S8359,44,Travel_Frequently,Sales,25,,,,Male,Medium,2,Sales Executive,Low,Married,2,No,13.0,Excellent,High,80,2,5.0,4,Better,1.0,1,0.0,0.0,10704.58,No
S8360,34,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,High,Male,High,1,Research Director,Medium,Single,1,No,14.0,Excellent,Medium,80,0,8.0,1,,8.0,6,7.0,6.0,12414.91,No
S8361,46,Travel_Frequently,,15,College,Other,Medium,Male,Medium,4,Manufacturing Director,Medium,Single,1,No,16.0,Excellent,,80,0,23.0,2,Good,13.0,5,5.0,3.0,14800.22,No
S8362,34,Non-Travel,Research & Development,26,Below College,Technical Degree,Low,Male,Medium,1,Research Scientist,High,Divorced,1,No,20.0,Outstanding,High,80,3,5.0,2,Better,5.0,4,0.0,0.0,12276.5,No
S8363,42,Travel_Rarely,Research & Development,4,,Marketing,,Female,High,3,Research Director,High,Married,3,No,18.0,Excellent,Medium,80,0,19.0,3,Better,,3,1.0,3.0,15408.49,No
S8364,47,Travel_Frequently,Human Resources,3,College,Marketing,Medium,Male,Medium,1,Human Resources,High,Married,1,No,15.0,Excellent,,80,1,8.0,4,Good,4.0,0,4.0,4.0,6943.96,No
S8365,32,Travel_Frequently,,11,College,Life Sciences,High,Male,Medium,2,Research Scientist,High,Single,2,No,11.0,Excellent,Very High,80,0,8.0,0,Better,2.0,0,1.0,2.0,18584.24,No
S8366,50,Travel_Rarely,Research & Development,5,Bachelor,Medical,Very High,Male,High,1,Research Scientist,High,Single,3,No,21.0,Excellent,Low,80,0,7.0,3,Better,2.0,0,1.0,1.0,23090.73,No
S8367,26,Travel_Rarely,Research & Development,3,Master,Marketing,Low,Female,High,1,Laboratory Technician,High,Divorced,1,No,21.0,Excellent,Medium,80,1,,2,Better,7.0,6,0.0,6.0,14348.89,Yes
S8368,38,Travel_Rarely,Sales,2,Master,Life Sciences,Low,Female,High,2,Sales Executive,Very High,Single,8,Yes,11.0,Excellent,,80,0,19.0,0,,0.0,0,0.0,0.0,10886.48,Yes
S8369,36,Travel_Rarely,,10,,Medical,High,Male,High,2,Research Director,Medium,Divorced,5,No,11.0,Excellent,Medium,80,1,9.0,3,Good,,3,1.0,3.0,19785.4,No
S8370,27,Travel_Rarely,Research & Development,1,Below College,Medical,,Female,Very High,1,Research Scientist,Low,Married,4,No,16.0,Excellent,Medium,80,0,7.0,3,Good,5.0,4,,3.0,16119.87,No
S8371,19,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Medium,Female,Medium,1,Laboratory Technician,High,Single,1,No,21.0,Excellent,Medium,80,0,,3,Good,1.0,0,0.0,0.0,12762.04,No
S8372,36,Travel_Rarely,Research & Development,12,Doctor,Medical,Very High,Male,Medium,3,Manufacturing Director,Very High,Single,0,No,11.0,Excellent,Medium,80,0,15.0,2,Good,,8,7.0,8.0,16078.14,No
S8373,27,Non-Travel,Human Resources,21,College,Human Resources,Low,Male,Medium,1,Human Resources,Low,Divorced,1,No,12.0,Excellent,Low,80,0,1.0,2,Good,1.0,0,0.0,,18077.4,No
S8374,21,Travel_Rarely,Research & Development,2,Bachelor,Human Resources,High,Female,Very High,1,Human Resources,,Divorced,0,Yes,21.0,Outstanding,High,80,2,0.0,2,Better,,0,0.0,0.0,5942.79,No
S8375,33,Travel_Rarely,Sales,12,Bachelor,Life Sciences,Low,Male,High,2,Sales Executive,High,Married,3,No,12.0,Excellent,Low,80,2,9.0,1,Good,2.0,0,0.0,1.0,14527.73,No
S8376,36,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Low,Male,High,1,Manager,High,Married,5,No,19.0,Excellent,High,80,1,5.0,3,Good,1.0,0,0.0,,14156.89,Yes
S8377,33,Non-Travel,Human Resources,2,Bachelor,Medical,,Male,Medium,1,Healthcare Representative,Medium,Single,0,No,17.0,Excellent,,80,0,5.0,4,Better,3.0,2,1.0,2.0,17407.89,No
S8378,53,Travel_Rarely,Research & Development,23,,,,Male,High,4,Research Director,Very High,Single,6,No,18.0,Excellent,High,80,0,33.0,0,Better,12.0,9,3.0,8.0,13467.75,No
S8379,35,Non-Travel,,3,College,Marketing,,Male,Medium,2,Manufacturing Director,Very High,Divorced,1,No,13.0,Excellent,High,80,1,14.0,5,,7.0,7,1.0,7.0,16443.54,No
S8380,41,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,,Male,High,1,Manufacturing Director,Medium,Divorced,3,No,20.0,Excellent,High,80,0,4.0,2,Better,2.0,0,0.0,,16239.21,No
S8381,23,Non-Travel,,4,,Technical Degree,High,Female,High,1,Research Director,Very High,Single,11,Yes,25.0,Outstanding,High,80,0,3.0,4,Better,0.0,0,0.0,0.0,3892.68,No
S8382,27,Travel_Rarely,Sales,9,College,Life Sciences,Low,Male,Low,1,Sales Representative,Low,Married,1,No,12.0,Excellent,Medium,80,0,3.0,2,Better,2.0,2,2.0,2.0,15558.03,No
S8383,33,Non-Travel,Research & Development,4,Bachelor,,High,Female,Medium,1,Research Scientist,Very High,Married,2,No,16.0,Excellent,High,80,2,5.0,2,Better,0.0,0,0.0,0.0,10448.86,No
S8384,52,Travel_Rarely,Research & Development,2,Master,Other,Medium,Male,Medium,3,Manufacturing Director,Very High,Divorced,0,No,15.0,Excellent,Low,80,1,33.0,3,Better,32.0,7,1.0,8.0,14478.01,No
S8385,54,Travel_Frequently,Human Resources,24,Master,Human Resources,High,Male,High,5,Manager,Low,Married,4,Yes,17.0,Excellent,,80,0,34.0,0,Better,,8,1.0,3.0,15059.58,No
S8386,34,Travel_Frequently,Research & Development,1,College,Life Sciences,,Female,Medium,1,Research Scientist,Very High,Married,1,No,14.0,Excellent,Very High,80,1,6.0,2,Better,3.0,2,0.0,1.0,11949.01,Yes
S8387,42,Non-Travel,Research & Development,5,College,Life Sciences,,,Medium,2,Manager,High,Married,2,No,13.0,Excellent,Low,80,0,15.0,2,Good,11.0,2,6.0,5.0,16239.7,No
S8388,36,Travel_Rarely,,4,Below College,Medical,Very High,Male,Medium,1,Research Scientist,High,Married,0,No,20.0,Outstanding,High,80,0,3.0,2,Good,3.0,1,1.0,2.0,14272.47,No
S8389,28,Travel_Rarely,Research & Development,7,College,Marketing,Low,Male,High,1,Laboratory Technician,Low,Married,4,No,,Excellent,Low,80,0,8.0,2,Best,4.0,3,0.0,3.0,14498.02,Yes
S8390,43,Travel_Frequently,,1,College,Life Sciences,High,Male,High,1,Human Resources,High,Divorced,3,Yes,17.0,Excellent,Low,80,2,7.0,2,Better,,2,2.0,2.0,9759.66,Yes
S8391,42,Travel_Frequently,Research & Development,1,College,Medical,,Male,Low,2,Manufacturing Director,High,Divorced,1,No,19.0,Excellent,Low,80,1,10.0,3,Better,10.0,7,3.0,8.0,13515.02,No
S8392,38,Travel_Frequently,Research & Development,8,Bachelor,Marketing,Medium,Female,Medium,2,Laboratory Technician,Low,Married,3,No,19.0,Excellent,Medium,80,1,10.0,3,Good,3.0,2,2.0,2.0,15704.55,No
S8393,21,Travel_Rarely,Research & Development,3,,Marketing,Medium,,Medium,1,Research Scientist,Medium,Married,0,No,16.0,Excellent,Very High,80,0,2.0,1,Better,,1,1.0,1.0,12456.44,No
S8394,38,Travel_Frequently,Research & Development,5,College,Life Sciences,High,,High,1,Manufacturing Director,Medium,Divorced,2,No,12.0,Excellent,High,80,2,5.0,2,,4.0,1,0.0,3.0,13546.77,Yes
S8395,37,Travel_Rarely,Research & Development,26,Below College,Marketing,,Female,Medium,2,Healthcare Representative,Low,Married,6,No,18.0,Excellent,Medium,80,0,16.0,2,Better,0.0,0,0.0,0.0,12318.33,No
S8396,48,Travel_Rarely,Research & Development,7,Bachelor,Medical,Medium,Female,Medium,2,Healthcare Representative,Medium,Married,7,No,23.0,Excellent,High,80,0,24.0,2,Better,5.0,2,0.0,0.0,16659.21,No
S8397,39,Travel_Rarely,Human Resources,9,Bachelor,Human Resources,,Male,High,1,Human Resources,Medium,Divorced,3,Yes,12.0,Excellent,,80,1,9.0,3,Better,6.0,6,0.0,6.0,13401.08,No
S8398,32,Travel_Rarely,Research & Development,3,,Life Sciences,High,Male,Medium,1,Laboratory Technician,Medium,Single,2,No,,Excellent,High,80,0,5.0,2,Bad,3.0,2,0.0,2.0,16066.72,No
S8399,23,Non-Travel,Research & Development,5,College,Marketing,,Male,Medium,1,Manufacturing Director,Low,Married,1,Yes,18.0,Excellent,Medium,80,0,1.0,1,Better,1.0,0,0.0,0.0,9439.29,No
S8400,24,Non-Travel,Research & Development,9,College,Marketing,,Male,High,1,Research Director,Medium,Married,0,No,15.0,Excellent,Medium,80,1,4.0,2,Better,3.0,3,3.0,3.0,15545.59,Yes
S8401,32,Non-Travel,Research & Development,9,Bachelor,Medical,,Male,Medium,1,Research Director,Low,Single,4,No,14.0,Excellent,Low,80,0,8.0,3,Bad,3.0,2,0.0,,15459.52,No
S8402,36,Non-Travel,Research & Development,6,,Life Sciences,Medium,Male,Medium,1,Healthcare Representative,High,Divorced,5,No,14.0,Excellent,High,80,0,,3,Better,3.0,2,1.0,2.0,14854.91,No
S8403,31,Travel_Rarely,Research & Development,1,Below College,Medical,High,Male,Low,1,Laboratory Technician,High,Divorced,0,No,11.0,Excellent,Medium,80,2,1.0,3,Better,1.0,0,0.0,0.0,13966.76,No
S8404,26,Travel_Rarely,Research & Development,18,,Medical,,Female,High,1,Laboratory Technician,High,Divorced,0,No,19.0,Excellent,,80,0,1.0,0,Good,,1,0.0,0.0,16198.12,Yes
S8405,47,Travel_Rarely,Research & Development,7,,Medical,High,Female,High,2,Research Scientist,High,Married,3,No,15.0,Excellent,High,80,0,11.0,3,Good,9.0,5,6.0,4.0,19653.65,No
S8406,21,Travel_Rarely,Human Resources,6,Bachelor,Human Resources,Medium,Female,Very High,0,Human Resources,,Married,0,Yes,21.0,Outstanding,High,80,2,-1.0,1,Good,0.0,0,0.0,0.0,5793.0,No
S8407,36,Travel_Frequently,Research & Development,11,Bachelor,Life Sciences,High,Male,High,3,Manager,Medium,Married,5,No,13.0,Excellent,,80,1,,2,Good,7.0,4,5.0,5.0,13902.44,No
S8408,47,Travel_Frequently,,7,,Life Sciences,Low,,High,2,Manager,High,Divorced,4,No,11.0,Excellent,Very High,80,1,11.0,2,,7.0,4,0.0,2.0,17899.28,No
S8409,42,Travel_Frequently,Sales,12,Bachelor,,,Female,High,4,Sales Executive,Low,Single,0,Yes,12.0,Excellent,Medium,80,0,22.0,2,,21.0,9,13.0,14.0,8494.45,No
S8410,49,Travel_Rarely,Research & Development,8,College,Other,Low,Male,High,3,Laboratory Technician,Medium,Married,4,No,11.0,Excellent,High,80,1,29.0,3,Good,26.0,9,1.0,7.0,14601.18,No
S8411,54,Travel_Rarely,Research & Development,1,College,Life Sciences,Low,Female,High,3,Research Scientist,High,Divorced,2,No,14.0,Excellent,High,80,1,24.0,3,Better,,0,0.0,0.0,16239.93,No
S8412,34,Travel_Frequently,,26,Below College,Medical,High,Male,Medium,1,Research Scientist,Low,Married,1,No,11.0,Excellent,High,80,0,5.0,3,Good,5.0,4,0.0,1.0,13198.18,No
S8413,29,Non-Travel,,9,Below College,Medical,,Male,High,2,Manager,High,Single,7,Yes,18.0,Excellent,High,80,0,,3,Better,8.0,4,1.0,7.0,14562.74,Yes
S8414,47,Travel_Frequently,Research & Development,9,Below College,Life Sciences,High,Female,Medium,2,Research Scientist,Medium,Divorced,1,No,23.0,Outstanding,,80,1,10.0,2,Good,9.0,7,1.0,7.0,15453.75,No
S8415,39,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,Medium,Female,High,2,Research Director,High,Single,8,No,12.0,Excellent,High,80,0,16.0,1,Good,2.0,0,0.0,,13537.25,Yes
S8416,31,Travel_Rarely,Research & Development,8,Bachelor,,High,Male,Medium,1,Manufacturing Director,High,Divorced,4,No,14.0,Excellent,Medium,80,1,6.0,4,Better,4.0,3,0.0,3.0,13548.87,No
S8417,32,Non-Travel,Research & Development,21,,Marketing,,Male,High,2,Research Scientist,High,Married,0,No,17.0,Excellent,Low,80,0,6.0,2,Better,5.0,4,2.0,3.0,16688.9,No
S8418,28,Travel_Rarely,Human Resources,8,College,Medical,Medium,Female,Medium,1,Human Resources,Very High,Divorced,1,No,13.0,Excellent,Very High,80,1,6.0,6,Better,5.0,1,0.0,4.0,20366.22,Yes
S8419,39,Travel_Frequently,Research & Development,17,Bachelor,Medical,High,Female,Medium,1,Laboratory Technician,Very High,Married,5,No,18.0,Excellent,Low,80,0,7.0,0,Better,3.0,2,1.0,1.0,12675.03,No
S8420,25,Travel_Rarely,Research & Development,17,Below College,Medical,,Male,High,1,Manufacturing Director,High,Single,1,No,18.0,Excellent,Low,80,0,6.0,2,,6.0,4,4.0,4.0,16865.29,Yes
S8421,51,Travel_Rarely,Research & Development,12,Master,,Medium,Female,High,2,Research Scientist,Medium,Divorced,2,Yes,17.0,Excellent,Medium,80,1,10.0,3,,7.0,5,1.0,5.0,16184.34,No
S8422,38,Travel_Rarely,,9,,Life Sciences,Medium,,High,1,Research Scientist,Very High,Divorced,2,No,19.0,Excellent,Very High,80,2,10.0,0,Best,5.0,2,0.0,3.0,14503.72,No
S8423,31,Travel_Rarely,Sales,28,Master,Marketing,Low,Male,Medium,2,Sales Executive,High,Married,1,No,13.0,Excellent,Low,80,2,12.0,3,Good,11.0,6,4.0,6.0,14087.49,Yes
S8424,41,Travel_Frequently,Sales,6,,Life Sciences,Very High,Male,Medium,2,Sales Executive,High,Divorced,1,No,13.0,Excellent,Medium,80,2,11.0,4,Better,,2,,4.0,12742.91,No
S8425,24,Non-Travel,Human Resources,16,College,Marketing,,Male,Medium,1,Manufacturing Director,High,Divorced,1,No,14.0,Excellent,Medium,80,0,,2,Good,3.0,2,1.0,2.0,16339.64,No
S8426,31,Travel_Frequently,Research & Development,13,College,Marketing,Low,Male,High,3,Manager,High,Married,7,No,15.0,Excellent,Medium,80,0,,2,Better,6.0,6,0.0,,16619.83,No
S8427,32,Travel_Rarely,Research & Development,1,Bachelor,Marketing,Very High,Female,Medium,1,Laboratory Technician,High,Married,4,No,14.0,Excellent,Medium,80,1,,2,Better,6.0,0,0.0,5.0,14714.24,Yes
S8428,33,Travel_Rarely,,12,Bachelor,Medical,High,Female,Medium,1,Laboratory Technician,High,Married,3,Yes,13.0,Excellent,Medium,80,1,6.0,1,,4.0,3,0.0,3.0,13854.52,No
S8429,31,Travel_Rarely,Research & Development,8,Bachelor,Medical,Low,Male,High,1,Laboratory Technician,Low,Single,6,No,,Excellent,Low,80,0,8.0,2,Better,4.0,3,0.0,,14011.45,No
S8430,62,Non-Travel,Research & Development,-5,Master,Human Resources,High,Female,High,2,Healthcare Representative,Medium,Divorced,1,No,22.0,Outstanding,,80,1,12.0,1,Bad,12.0,12,0.0,8.0,13462.01,No
S8431,53,Travel_Rarely,Sales,1,,Human Resources,,Male,Medium,3,Sales Executive,High,Married,6,No,10.0,Excellent,Low,80,1,11.0,4,,9.0,4,7.0,0.0,12483.05,No
S8432,37,Travel_Rarely,Human Resources,8,,Medical,High,Female,High,1,Human Resources,Medium,Divorced,2,No,13.0,Excellent,High,80,0,18.0,3,,9.0,0,3.0,6.0,12190.24,No
S8433,35,Travel_Frequently,Research & Development,14,College,,High,Male,Medium,1,Laboratory Technician,Medium,Married,2,No,13.0,Excellent,Medium,80,0,,3,Good,6.0,1,1.0,3.0,13175.69,No
S8434,31,Travel_Frequently,Sales,26,Master,Marketing,Low,Female,High,2,Sales Executive,Very High,Married,1,Yes,11.0,Excellent,High,80,0,10.0,4,Better,10.0,7,0.0,8.0,14732.94,Yes
S8435,18,Travel_Rarely,,7,,Human Resources,Very High,Female,High,1,Sales Executive,Medium,Single,1,Yes,25.0,Outstanding,Low,80,0,0.0,1,,0.0,0,0.0,0.0,22567.99,Yes
S8436,28,Travel_Rarely,Research & Development,9,Below College,Marketing,Very High,Female,High,1,Sales Executive,Medium,Divorced,1,No,20.0,Excellent,Medium,80,0,1.0,4,Better,1.0,0,0.0,,18831.31,Yes
S8437,44,Travel_Frequently,Research & Development,10,Below College,Life Sciences,High,Female,Medium,3,Manufacturing Director,High,Divorced,1,No,15.0,Excellent,Medium,80,1,15.0,3,,8.0,7,1.0,,14664.07,No
S8438,41,Travel_Rarely,,8,Bachelor,,Low,Female,High,1,Manager,Very High,Married,6,No,19.0,Excellent,High,80,1,8.0,3,Good,,1,,0.0,10462.62,No
S8439,31,Travel_Rarely,,5,Bachelor,Life Sciences,Low,Female,Low,2,Research Scientist,High,Married,4,Yes,,Excellent,Medium,80,0,,2,,6.0,6,6.0,6.0,18028.78,Yes
S8440,31,Non-Travel,Research & Development,1,Bachelor,Marketing,Medium,Male,High,1,Manager,Very High,Married,0,No,13.0,Excellent,High,80,0,11.0,2,,10.0,7,6.0,7.0,12823.06,No
S8441,47,Travel_Rarely,Research & Development,7,,Medical,High,Female,High,2,Research Scientist,High,Married,3,No,15.0,Excellent,High,80,0,11.0,3,Good,9.0,5,6.0,4.0,19653.65,No
S8442,36,Travel_Frequently,Research & Development,1,Bachelor,Human Resources,Medium,Male,Medium,2,Research Scientist,Medium,Married,6,No,13.0,Excellent,Low,80,0,14.0,4,Better,1.0,0,0.0,0.0,16188.78,No
S8443,47,Travel_Rarely,,4,Bachelor,Life Sciences,High,Male,Medium,3,Manufacturing Director,Medium,Divorced,8,Yes,12.0,Excellent,High,80,1,28.0,4,Better,,11,14.0,10.0,10906.29,No
S8444,35,Travel_Rarely,Sales,10,,Medical,,Female,Medium,3,Sales Executive,Low,Married,9,No,17.0,Excellent,High,80,0,15.0,3,Better,13.0,12,6.0,0.0,14993.3,Yes
S8445,30,Non-Travel,Research & Development,1,,,Medium,Male,Low,2,Manufacturing Director,High,Married,0,No,12.0,Excellent,High,80,1,,2,Better,4.0,3,1.0,3.0,13077.0,No
S8446,37,Travel_Rarely,Research & Development,4,Below College,Marketing,,Male,High,1,Research Director,Medium,Married,1,No,17.0,Excellent,Very High,80,0,7.0,3,Bad,4.0,3,2.0,2.0,14877.54,No
S8447,30,Travel_Rarely,Research & Development,8,Bachelor,Marketing,Low,Male,Low,1,Research Scientist,Medium,Married,5,No,13.0,Excellent,High,80,0,5.0,3,Good,3.0,2,1.0,,15392.4,Yes
S8448,23,Travel_Rarely,Sales,10,Master,Life Sciences,Very High,Male,High,2,Sales Executive,High,Divorced,1,Yes,11.0,Excellent,,80,1,5.0,1,Best,5.0,1,0.0,3.0,8293.34,No
S8449,38,Travel_Rarely,Human Resources,18,Bachelor,Medical,Low,Female,Low,2,Healthcare Representative,Very High,Divorced,2,Yes,16.0,Excellent,,80,1,15.0,1,Better,,0,0.0,0.0,11527.72,Yes
S8450,40,Travel_Rarely,Sales,5,Below College,Other,,,Low,2,Sales Executive,High,Married,0,No,12.0,Excellent,Low,80,0,8.0,3,Good,6.0,5,2.0,1.0,15490.02,No
S8451,34,Travel_Frequently,,9,,Life Sciences,Very High,Female,High,2,Laboratory Technician,Low,Married,4,No,17.0,Excellent,High,80,1,11.0,3,,7.0,1,0.0,7.0,14194.06,No
S8452,26,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,High,Male,High,1,Research Scientist,High,Married,1,Yes,14.0,Excellent,High,80,0,6.0,2,Better,6.0,2,5.0,5.0,17093.64,No
S8453,26,Travel_Rarely,Research & Development,21,Bachelor,,High,Male,Medium,1,Sales Executive,Medium,Married,2,No,17.0,Excellent,Medium,80,1,2.0,2,Better,1.0,0,0.0,0.0,14506.13,Yes
S8454,32,Non-Travel,Research & Development,2,,,,Female,Medium,3,Manufacturing Director,High,Married,1,No,20.0,Excellent,,80,0,12.0,2,Better,10.0,7,4.0,7.0,15920.56,No
S8455,45,Travel_Rarely,Research & Development,5,Bachelor,,High,Female,Medium,3,Human Resources,Very High,Married,2,No,22.0,Outstanding,Medium,80,0,,3,Best,3.0,1,0.0,,12754.46,Yes
S8456,55,Travel_Rarely,Research & Development,1,Bachelor,Medical,Very High,Male,High,5,Manager,Low,Married,0,No,13.0,Excellent,High,80,0,35.0,2,Better,30.0,8,4.0,11.0,17918.39,No
S8457,36,Travel_Frequently,Research & Development,10,,Medical,Low,Female,Medium,3,Manufacturing Director,Medium,Divorced,6,No,12.0,Excellent,Medium,80,1,16.0,4,Better,3.0,2,1.0,0.0,14284.15,No
S8458,32,Travel_Frequently,Research & Development,4,Below College,,,Male,Medium,3,Research Director,High,Divorced,3,Yes,14.0,Excellent,Medium,80,1,13.0,2,Good,,6,2.0,9.0,10850.41,No
S8459,37,Travel_Rarely,,2,Bachelor,Marketing,Medium,Female,Medium,2,Manufacturing Director,Low,Divorced,4,No,11.0,Excellent,Low,80,2,7.0,2,Better,,2,1.0,3.0,11559.74,No
S8460,36,Travel_Rarely,Research & Development,6,,Medical,,Female,Medium,1,Laboratory Technician,Low,Married,5,Yes,18.0,Excellent,Very High,80,0,,2,Bad,3.0,3,1.0,,14451.27,No
S8461,30,Travel_Rarely,,25,Bachelor,Life Sciences,High,Male,High,1,Research Director,High,Divorced,3,No,19.0,Excellent,Low,80,1,12.0,1,Good,9.0,5,3.0,9.0,16737.18,Yes
S8462,32,Non-Travel,Research & Development,1,Master,Technical Degree,Very High,Female,High,2,Research Scientist,Low,Married,4,No,14.0,Excellent,Medium,80,1,9.0,3,Good,6.0,5,1.0,2.0,13624.88,No
S8463,43,Travel_Frequently,,26,,Medical,High,Male,High,3,Research Scientist,Very High,Divorced,2,Yes,18.0,Excellent,Medium,80,1,22.0,2,Better,11.0,10,10.0,10.0,12702.43,Yes
S8464,29,Travel_Frequently,Research & Development,7,College,Medical,Very High,Female,Medium,1,Laboratory Technician,High,Married,1,No,12.0,Excellent,Low,80,0,,5,Good,7.0,0,0.0,6.0,14246.25,Yes
S8465,29,Non-Travel,Research & Development,3,College,Medical,Medium,Male,High,1,Research Scientist,Low,Divorced,1,No,,Excellent,Very High,80,1,2.0,3,,2.0,1,1.0,1.0,8907.66,No
S8466,40,Travel_Frequently,Research & Development,23,College,,Medium,Female,Medium,1,Research Director,Low,Single,0,No,13.0,Excellent,Low,80,0,7.0,2,Better,4.0,2,0.0,3.0,15681.21,No
S8467,33,Travel_Rarely,,8,Bachelor,Marketing,High,Male,High,1,Laboratory Technician,Low,Married,4,No,17.0,Excellent,,80,1,,2,Better,4.0,3,0.0,2.0,15133.13,No
S8468,21,Travel_Rarely,Research & Development,8,Bachelor,,Low,Female,Medium,1,Laboratory Technician,Low,Single,1,No,17.0,Excellent,Medium,80,0,,2,Better,,0,0.0,0.0,14204.2,No
S8469,44,Travel_Frequently,Human Resources,21,College,Marketing,High,Male,High,2,Healthcare Representative,Low,Divorced,4,No,20.0,Excellent,High,80,1,12.0,2,Better,8.0,6,2.0,,12178.76,No
S8470,29,Non-Travel,Research & Development,20,Below College,Marketing,Very High,Female,High,1,Laboratory Technician,Very High,Married,0,No,12.0,Excellent,Low,80,0,11.0,3,Best,11.0,8,3.0,,12662.47,No
S8471,38,Travel_Rarely,Research & Development,11,Below College,Marketing,High,Male,High,3,Manufacturing Director,Medium,Divorced,3,No,,Excellent,High,80,1,15.0,4,Better,12.0,7,0.0,8.0,13992.67,No
S8472,31,Travel_Frequently,Sales,2,Master,Other,Very High,Female,High,2,Sales Executive,Low,Single,7,No,13.0,Excellent,Very High,80,0,10.0,3,,5.0,2,0.0,3.0,19373.12,No
S8473,39,Travel_Rarely,Research & Development,23,Below College,Life Sciences,Low,Female,High,2,Research Scientist,Very High,Married,7,No,13.0,Excellent,Low,80,0,,2,Better,6.0,6,,6.0,13009.53,No
S8474,22,Non-Travel,Research & Development,9,College,Medical,Low,Female,High,1,Sales Executive,Very High,Married,1,No,23.0,Outstanding,High,80,0,3.0,3,Good,3.0,2,1.0,2.0,13087.61,No
S8475,50,Travel_Rarely,Sales,1,Master,Medical,,Male,High,5,Manager,Very High,Divorced,3,No,11.0,Excellent,High,80,1,32.0,3,Good,7.0,0,0.0,6.0,20100.76,No
S8476,30,Travel_Rarely,Research & Development,7,,Medical,Low,Male,Medium,1,Laboratory Technician,High,Divorced,6,No,14.0,Excellent,High,80,2,9.0,4,,,2,0.0,2.0,11862.0,No
S8477,52,Travel_Rarely,Research & Development,5,College,Life Sciences,Medium,Male,High,1,Sales Executive,High,Married,1,No,19.0,Excellent,High,80,0,13.0,3,Bad,7.0,7,4.0,,15472.21,No
S8478,31,Travel_Rarely,,11,Bachelor,Other,,Male,High,2,Research Scientist,High,Married,0,No,11.0,Excellent,Medium,80,0,6.0,5,,4.0,3,3.0,3.0,18283.33,No
S8479,39,Non-Travel,Research & Development,11,Bachelor,Life Sciences,Very High,Female,High,4,Manager,Medium,Single,2,No,11.0,Excellent,,80,0,18.0,2,Good,,8,6.0,2.0,14753.18,No
S8480,38,Travel_Rarely,,9,,Medical,High,Female,High,4,Laboratory Technician,Low,Married,0,Yes,12.0,Good,Very High,80,0,20.0,3,Better,23.0,10,12.0,11.0,14315.86,No
S8481,49,Travel_Rarely,Research & Development,9,Bachelor,Other,High,Male,Medium,3,Healthcare Representative,Very High,Married,5,No,14.0,Excellent,Very High,80,0,20.0,2,Better,5.0,3,1.0,4.0,14003.33,No
S8482,45,Travel_Rarely,,8,Bachelor,Life Sciences,Medium,Female,High,1,Research Scientist,Medium,Married,1,No,11.0,Excellent,Low,80,0,3.0,1,Good,3.0,2,0.0,2.0,14944.79,No
